Date,SSN,F107
2009-09-13,0.0,69.0
2009-09-14,0.0,69.0
2009-09-15,0.0,69.0
2009-09-16,0.0,68.0
2009-09-17,0.0,69.0
2009-09-18,0.0,69.0
2009-09-19,0.0,70.0
2009-09-20,0.0,71.0
2009-09-21,13.0,71.0
2009-09-22,22.0,74.0
2009-09-23,33.0,76.0
2009-09-24,33.0,74.0
2009-09-25,28.0,72.0
2009-09-26,15.0,71.0
2009-09-27,12.0,72.0
2009-09-28,17.0,73.0
2009-09-29,15.0,72.0
2009-09-30,12.0,72.0
2009-10-01,11.0,72.0
2009-10-02,0.0,71.0
2009-10-03,0.0,71.0
2009-10-04,0.0,71.0
2009-10-05,0.0,69.0
2009-10-06,0.0,68.0
2009-10-07,0.0,68.0
2009-10-08,0.0,68.0
2009-10-09,0.0,69.0
2009-10-10,0.0,70.0
2009-10-11,13.0,70.0
2009-10-12,0.0,70.0
2009-10-13,0.0,69.0
2009-10-14,0.0,70.0
2009-10-15,0.0,70.0
2009-10-16,0.0,69.0
2009-10-17,0.0,70.0
2009-10-18,0.0,70.0
2009-10-19,0.0,70.0
2009-10-20,0.0,71.0
2009-10-21,0.0,71.0
2009-10-22,0.0,71.0
2009-10-23,18.0,72.0
2009-10-24,26.0,75.0
2009-10-25,30.0,75.0
2009-10-26,32.0,81.0
2009-10-27,32.0,81.0
2009-10-28,32.0,79.0
2009-10-29,26.0,76.0
2009-10-30,18.0,75.0
2009-10-31,0.0,75.0
2009-11-01,0.0,72.0
2009-11-02,0.0,71.0
2009-11-03,0.0,71.0
2009-11-04,0.0,71.0
2009-11-05,12.0,70.0
2009-11-06,13.0,70.0
2009-11-07,0.0,70.0
2009-11-08,0.0,70.0
2009-11-09,13.0,72.0
2009-11-10,12.0,72.0
2009-11-11,12.0,72.0
2009-11-12,0.0,73.0
2009-11-13,12.0,74.0
2009-11-14,13.0,74.0
2009-11-15,12.0,75.0
2009-11-16,13.0,76.0
2009-11-17,0.0,77.0
2009-11-18,12.0,76.0
2009-11-19,29.0,76.0
2009-11-20,25.0,76.0
2009-11-21,15.0,75.0
2009-11-22,13.0,76.0
2009-11-23,0.0,75.0
2009-11-24,0.0,74.0
2009-11-25,0.0,74.0
2009-11-26,0.0,74.0
2009-11-27,0.0,73.0
2009-11-28,0.0,72.0
2009-11-29,0.0,72.0
2009-11-30,0.0,72.0
2009-12-01,0.0,72.0
2009-12-02,0.0,71.0
2009-12-03,0.0,71.0
2009-12-04,0.0,71.0
2009-12-05,0.0,71.0
2009-12-06,0.0,71.0
2009-12-07,0.0,71.0
2009-12-08,0.0,72.0
2009-12-09,11.0,73.0
2009-12-10,12.0,73.0
2009-12-11,12.0,72.0
2009-12-12,12.0,74.0
2009-12-13,14.0,75.0
2009-12-14,30.0,78.0
2009-12-15,36.0,81.0
2009-12-16,33.0,83.0
2009-12-17,26.0,86.0
2009-12-18,23.0,84.0
2009-12-19,24.0,81.0
2009-12-20,44.0,83.0
2009-12-21,46.0,82.0
2009-12-22,33.0,82.0
2009-12-23,26.0,78.0
2009-12-24,20.0,77.0
2009-12-25,0.0,76.0
2009-12-26,14.0,75.0
2009-12-27,15.0,76.0
2009-12-28,18.0,75.0
2009-12-29,18.0,75.0
2009-12-30,18.0,76.0
2009-12-31,21.0,79.0
2010-01-01,18.0,75.0
2010-01-02,21.0,78.0
2010-01-03,16.0,76.0
2010-01-04,15.0,73.0
2010-01-05,10.0,76.0
2010-01-06,0.0,77.0
2010-01-07,0.0,78.0
2010-01-08,15.0,77.0
2010-01-09,15.0,81.0
2010-01-10,22.0,84.0
2010-01-11,37.0,89.0
2010-01-12,35.0,93.0
2010-01-13,31.0,90.0
2010-01-14,26.0,89.0
2010-01-15,26.0,85.0
2010-01-16,23.0,84.0
2010-01-17,18.0,82.0
2010-01-18,13.0,81.0
2010-01-19,0.0,84.0
2010-01-20,13.0,81.0
2010-01-21,18.0,82.0
2010-01-22,31.0,82.0
2010-01-23,38.0,84.0
2010-01-24,38.0,84.0
2010-01-25,34.0,81.0
2010-01-26,25.0,79.0
2010-01-27,13.0,77.0
2010-01-28,12.0,76.0
2010-01-29,12.0,73.0
2010-01-30,12.0,75.0
2010-01-31,16.0,75.0
2010-02-01,17.0,75.0
2010-02-02,14.0,75.0
2010-02-03,14.0,74.0
2010-02-04,12.0,73.0
2010-02-05,12.0,77.0
2010-02-06,36.0,87.0
2010-02-07,38.0,90.0
2010-02-08,59.0,93.0
2010-02-09,56.0,91.0
2010-02-10,50.0,91.0
2010-02-11,44.0,94.0
2010-02-12,41.0,95.0
2010-02-13,43.0,94.0
2010-02-14,33.0,89.0
2010-02-15,30.0,87.0
2010-02-16,30.0,86.0
2010-02-17,43.0,86.0
2010-02-18,23.0,85.0
2010-02-19,20.0,83.0
2010-02-20,20.0,83.0
2010-02-21,17.0,83.0
2010-02-22,17.0,83.0
2010-02-23,15.0,84.0
2010-02-24,30.0,82.0
2010-02-25,29.0,82.0
2010-02-26,27.0,80.0
2010-02-27,14.0,78.0
2010-02-28,14.0,78.0
2010-03-01,23.0,77.0
2010-03-02,37.0,79.0
2010-03-03,36.0,80.0
2010-03-04,39.0,81.0
2010-03-05,28.0,79.0
2010-03-06,0.0,78.0
2010-03-07,12.0,76.0
2010-03-08,17.0,76.0
2010-03-09,0.0,77.0
2010-03-10,0.0,80.0
2010-03-11,34.0,84.0
2010-03-12,36.0,89.0
2010-03-13,31.0,91.0
2010-03-14,33.0,89.0
2010-03-15,27.0,86.0
2010-03-16,23.0,85.0
2010-03-17,28.0,86.0
2010-03-18,30.0,85.0
2010-03-19,22.0,84.0
2010-03-20,14.0,83.0
2010-03-21,22.0,84.0
2010-03-22,17.0,82.0
2010-03-23,14.0,83.0
2010-03-24,17.0,84.0
2010-03-25,23.0,87.0
2010-03-26,22.0,85.0
2010-03-27,34.0,88.0
2010-03-28,31.0,86.0
2010-03-29,33.0,83.0
2010-03-30,33.0,82.0
2010-03-31,27.0,81.0
2010-04-01,22.0,79.0
2010-04-02,22.0,76.0
2010-04-03,24.0,77.0
2010-04-04,33.0,78.0
2010-04-05,34.0,79.0
2010-04-06,25.0,77.0
2010-04-07,21.0,76.0
2010-04-08,29.0,75.0
2010-04-09,9.0,76.0
2010-04-10,10.0,75.0
2010-04-11,10.0,74.0
2010-04-12,10.0,74.0
2010-04-13,9.0,74.0
2010-04-14,0.0,75.0
2010-04-15,0.0,74.0
2010-04-16,0.0,74.0
2010-04-17,0.0,73.0
2010-04-18,0.0,74.0
2010-04-19,0.0,75.0
2010-04-20,0.0,75.0
2010-04-21,9.0,76.0
2010-04-22,9.0,76.0
2010-04-23,0.0,75.0
2010-04-24,0.0,74.0
2010-04-25,16.0,75.0
2010-04-26,0.0,76.0
2010-04-27,0.0,74.0
2010-04-28,10.0,76.0
2010-04-29,0.0,76.0
2010-04-30,9.0,78.0
2010-05-01,13.0,77.0
2010-05-02,21.0,79.0
2010-05-03,40.0,80.0
2010-05-04,51.0,81.0
2010-05-05,47.0,83.0
2010-05-06,19.0,79.0
2010-05-07,16.0,79.0
2010-05-08,16.0,78.0
2010-05-09,0.0,75.0
2010-05-10,0.0,73.0
2010-05-11,0.0,73.0
2010-05-12,0.0,71.0
2010-05-13,0.0,69.0
2010-05-14,0.0,69.0
2010-05-15,0.0,70.0
2010-05-16,0.0,68.0
2010-05-17,0.0,69.0
2010-05-18,0.0,68.0
2010-05-19,0.0,68.0
2010-05-20,0.0,68.0
2010-05-21,14.0,70.0
2010-05-22,21.0,72.0
2010-05-23,22.0,74.0
2010-05-24,19.0,72.0
2010-05-25,24.0,73.0
2010-05-26,16.0,72.0
2010-05-27,13.0,72.0
2010-05-28,13.0,73.0
2010-05-29,19.0,73.0
2010-05-30,29.0,73.0
2010-05-31,18.0,72.0
2010-06-01,15.0,72.0
2010-06-02,18.0,74.0
2010-06-03,21.0,74.0
2010-06-04,28.0,71.0
2010-06-05,26.0,70.0
2010-06-06,12.0,68.0
2010-06-07,18.0,68.0
2010-06-08,14.0,71.0
2010-06-09,29.0,71.0
2010-06-10,39.0,72.0
2010-06-11,46.0,74.0
2010-06-12,46.0,76.0
2010-06-13,25.0,76.0
2010-06-14,14.0,72.0
2010-06-15,0.0,70.0
2010-06-16,0.0,71.0
2010-06-17,12.0,70.0
2010-06-18,12.0,70.0
2010-06-19,26.0,68.0
2010-06-20,18.0,70.0
2010-06-21,14.0,72.0
2010-06-22,15.0,73.0
2010-06-23,14.0,74.0
2010-06-24,12.0,74.0
2010-06-25,17.0,74.0
2010-06-26,18.0,74.0
2010-06-27,11.0,72.0
2010-06-28,11.0,73.0
2010-06-29,22.0,73.0
2010-06-30,11.0,73.0
2010-07-01,13.0,73.0
2010-07-02,13.0,73.0
2010-07-03,13.0,72.0
2010-07-04,14.0,71.0
2010-07-05,27.0,72.0
2010-07-06,25.0,72.0
2010-07-07,13.0,74.0
2010-07-08,13.0,75.0
2010-07-09,17.0,80.0
2010-07-10,22.0,79.0
2010-07-11,36.0,82.0
2010-07-12,34.0,80.0
2010-07-13,30.0,78.0
2010-07-14,17.0,77.0
2010-07-15,25.0,75.0
2010-07-16,16.0,76.0
2010-07-17,14.0,78.0
2010-07-18,14.0,76.0
2010-07-19,14.0,79.0
2010-07-20,30.0,87.0
2010-07-21,31.0,89.0
2010-07-22,36.0,87.0
2010-07-23,44.0,86.0
2010-07-24,47.0,85.0
2010-07-25,39.0,85.0
2010-07-26,33.0,84.0
2010-07-27,19.0,82.0
2010-07-28,34.0,85.0
2010-07-29,38.0,84.0
2010-07-30,31.0,83.0
2010-07-31,30.0,81.0
2010-08-01,24.0,79.0
2010-08-02,24.0,79.0
2010-08-03,14.0,80.0
2010-08-04,32.0,80.0
2010-08-05,51.0,82.0
2010-08-06,51.0,82.0
2010-08-07,48.0,90.0
2010-08-08,38.0,82.0
2010-08-09,55.0,84.0
2010-08-10,58.0,83.0
2010-08-11,67.0,85.0
2010-08-12,50.0,83.0
2010-08-13,41.0,83.0
2010-08-14,33.0,85.0
2010-08-15,38.0,85.0
2010-08-16,51.0,84.0
2010-08-17,26.0,81.0
2010-08-18,23.0,79.0
2010-08-19,15.0,77.0
2010-08-20,12.0,77.0
2010-08-21,0.0,75.0
2010-08-22,0.0,74.0
2010-08-23,0.0,74.0
2010-08-24,12.0,73.0
2010-08-25,23.0,73.0
2010-08-26,23.0,73.0
2010-08-27,12.0,73.0
2010-08-28,12.0,71.0
2010-08-29,27.0,73.0
2010-08-30,29.0,75.0
2010-08-31,30.0,74.0
2010-09-01,30.0,76.0
2010-09-02,58.0,77.0
2010-09-03,49.0,77.0
2010-09-04,58.0,82.0
2010-09-05,43.0,82.0
2010-09-06,29.0,79.0
2010-09-07,14.0,76.0
2010-09-08,0.0,74.0
2010-09-09,0.0,73.0
2010-09-10,16.0,75.0
2010-09-11,12.0,78.0
2010-09-12,13.0,78.0
2010-09-13,26.0,79.0
2010-09-14,27.0,80.0
2010-09-15,27.0,81.0
2010-09-16,43.0,82.0
2010-09-17,53.0,82.0
2010-09-18,51.0,82.0
2010-09-19,49.0,81.0
2010-09-20,39.0,82.0
2010-09-21,38.0,84.0
2010-09-22,36.0,84.0
2010-09-23,39.0,84.0
2010-09-24,39.0,82.0
2010-09-25,39.0,82.0
2010-09-26,49.0,83.0
2010-09-27,56.0,83.0
2010-09-28,55.0,83.0
2010-09-29,55.0,90.0
2010-09-30,48.0,89.0
2010-10-01,36.0,86.0
2010-10-02,27.0,85.0
2010-10-03,29.0,80.0
2010-10-04,21.0,76.0
2010-10-05,13.0,75.0
2010-10-06,0.0,74.0
2010-10-07,0.0,75.0
2010-10-08,0.0,74.0
2010-10-09,13.0,76.0
2010-10-10,13.0,75.0
2010-10-11,13.0,75.0
2010-10-12,13.0,75.0
2010-10-13,23.0,78.0
2010-10-14,37.0,80.0
2010-10-15,41.0,82.0
2010-10-16,49.0,86.0
2010-10-17,57.0,83.0
2010-10-18,60.0,90.0
2010-10-19,63.0,86.0
2010-10-20,51.0,83.0
2010-10-21,36.0,83.0
2010-10-22,36.0,82.0
2010-10-23,44.0,84.0
2010-10-24,60.0,82.0
2010-10-25,67.0,86.0
2010-10-26,63.0,86.0
2010-10-27,41.0,87.0
2010-10-28,31.0,86.0
2010-10-29,39.0,85.0
2010-10-30,33.0,84.0
2010-10-31,34.0,81.0
2010-11-01,21.0,79.0
2010-11-02,18.0,78.0
2010-11-03,18.0,78.0
2010-11-04,14.0,79.0
2010-11-05,27.0,83.0
2010-11-06,35.0,88.0
2010-11-07,37.0,85.0
2010-11-08,37.0,83.0
2010-11-09,30.0,84.0
2010-11-10,48.0,85.0
2010-11-11,51.0,84.0
2010-11-12,48.0,85.0
2010-11-13,69.0,85.0
2010-11-14,61.0,86.0
2010-11-15,61.0,90.0
2010-11-16,59.0,91.0
2010-11-17,56.0,91.0
2010-11-18,46.0,86.0
2010-11-19,42.0,84.0
2010-11-20,32.0,79.0
2010-11-21,27.0,77.0
2010-11-22,24.0,74.0
2010-11-23,26.0,75.0
2010-11-24,13.0,75.0
2010-11-25,24.0,77.0
2010-11-26,14.0,76.0
2010-11-27,13.0,76.0
2010-11-28,27.0,80.0
2010-11-29,29.0,82.0
2010-11-30,24.0,86.0
2010-12-01,32.0,86.0
2010-12-02,36.0,86.0
2010-12-03,41.0,86.0
2010-12-04,53.0,87.0
2010-12-05,44.0,87.0
2010-12-06,29.0,88.0
2010-12-07,31.0,87.0
2010-12-08,31.0,87.0
2010-12-09,29.0,86.0
2010-12-10,36.0,88.0
2010-12-11,27.0,86.0
2010-12-12,27.0,89.0
2010-12-13,47.0,87.0
2010-12-14,27.0,90.0
2010-12-15,14.0,86.0
2010-12-16,24.0,84.0
2010-12-17,12.0,81.0
2010-12-18,0.0,80.0
2010-12-19,0.0,80.0
2010-12-20,0.0,77.0
2010-12-21,0.0,77.0
2010-12-22,17.0,77.0
2010-12-23,17.0,80.0
2010-12-24,14.0,78.0
2010-12-25,25.0,79.0
2010-12-26,34.0,80.0
2010-12-27,17.0,80.0
2010-12-28,22.0,80.0
2010-12-29,19.0,82.0
2010-12-30,14.0,82.0
2010-12-31,42.0,90.0
2011-01-01,48.0,
2011-01-02,48.0,91.0
2011-01-03,47.0,92.0
2011-01-04,48.0,90.0
2011-01-05,36.0,87.0
2011-01-06,28.0,86.0
2011-01-07,35.0,86.0
2011-01-08,25.0,84.0
2011-01-09,32.0,82.0
2011-01-10,26.0,83.0
2011-01-11,25.0,82.0
2011-01-12,22.0,80.0
2011-01-13,13.0,79.0
2011-01-14,0.0,79.0
2011-01-15,12.0,80.0
2011-01-16,20.0,80.0
2011-01-17,28.0,81.0
2011-01-18,32.0,81.0
2011-01-19,26.0,80.0
2011-01-20,29.0,82.0
2011-01-21,33.0,87.0
2011-01-22,32.0,87.0
2011-01-23,33.0,84.0
2011-01-24,29.0,82.0
2011-01-25,28.0,80.0
2011-01-26,25.0,80.0
2011-01-27,20.0,80.0
2011-01-28,13.0,80.0
2011-01-29,15.0,81.0
2011-01-30,19.0,82.0
2011-01-31,20.0,81.0
2011-02-01,24.0,79.0
2011-02-02,21.0,79.0
2011-02-03,29.0,80.0
2011-02-04,36.0,82.0
2011-02-05,26.0,81.0
2011-02-06,18.0,80.0
2011-02-07,15.0,82.0
2011-02-08,64.0,89.0
2011-02-09,51.0,88.0
2011-02-10,34.0,91.0
2011-02-11,57.0,91.0
2011-02-12,60.0,95.0
2011-02-13,78.0,106.0
2011-02-14,87.0,112.0
2011-02-15,83.0,112.0
2011-02-16,78.0,114.0
2011-02-17,65.0,110.0
2011-02-18,85.0,124.0
2011-02-19,82.0,109.0
2011-02-20,69.0,104.0
2011-02-21,47.0,96.0
2011-02-22,38.0,90.0
2011-02-23,31.0,89.0
2011-02-24,24.0,88.0
2011-02-25,13.0,88.0
2011-02-26,42.0,90.0
2011-02-27,44.0,90.0
2011-02-28,51.0,95.0
2011-03-01,62.0,110.0
2011-03-02,56.0,113.0
2011-03-03,73.0,120.0
2011-03-04,99.0,126.0
2011-03-05,116.0,134.0
2011-03-06,130.0,142.0
2011-03-07,138.0,151.0
2011-03-08,141.0,166.0
2011-03-09,113.0,143.0
2011-03-10,83.0,131.0
2011-03-11,83.0,123.0
2011-03-12,83.0,120.0
2011-03-13,93.0,112.0
2011-03-14,61.0,107.0
2011-03-15,48.0,101.0
2011-03-16,38.0,104.0
2011-03-17,38.0,90.0
2011-03-18,28.0,87.0
2011-03-19,32.0,88.0
2011-03-20,30.0,92.0
2011-03-21,24.0,101.0
2011-03-22,45.0,99.0
2011-03-23,42.0,104.0
2011-03-24,55.0,107.0
2011-03-25,97.0,112.0
2011-03-26,101.0,114.0
2011-03-27,118.0,115.0
2011-03-28,124.0,118.0
2011-03-29,104.0,116.0
2011-03-30,96.0,117.0
2011-03-31,87.0,113.0
2011-04-01,67.0,108.0
2011-04-02,63.0,107.0
2011-04-03,60.0,114.0
2011-04-04,67.0,112.0
2011-04-05,56.0,109.0
2011-04-06,57.0,117.0
2011-04-07,81.0,112.0
2011-04-08,84.0,108.0
2011-04-09,78.0,105.0
2011-04-10,56.0,104.0
2011-04-11,67.0,105.0
2011-04-12,92.0,110.0
2011-04-13,111.0,117.0
2011-04-14,123.0,118.0
2011-04-15,127.0,129.0
2011-04-16,92.0,119.0
2011-04-17,71.0,114.0
2011-04-18,71.0,111.0
2011-04-19,71.0,110.0
2011-04-20,73.0,117.0
2011-04-21,80.0,113.0
2011-04-22,87.0,114.0
2011-04-23,78.0,119.0
2011-04-24,64.0,117.0
2011-04-25,56.0,112.0
2011-04-26,74.0,109.0
2011-04-27,73.0,107.0
2011-04-28,62.0,110.0
2011-04-29,62.0,109.0
2011-04-30,80.0,109.0
2011-05-01,70.0,106.0
2011-05-02,55.0,109.0
2011-05-03,71.0,107.0
2011-05-04,76.0,106.0
2011-05-05,76.0,104.0
2011-05-06,45.0,101.0
2011-05-07,43.0,102.0
2011-05-08,63.0,102.0
2011-05-09,84.0,103.0
2011-05-10,90.0,97.0
2011-05-11,66.0,94.0
2011-05-12,46.0,92.0
2011-05-13,36.0,91.0
2011-05-14,52.0,91.0
2011-05-15,57.0,94.0
2011-05-16,57.0,92.0
2011-05-17,50.0,91.0
2011-05-18,41.0,90.0
2011-05-19,36.0,84.0
2011-05-20,35.0,83.0
2011-05-21,36.0,83.0
2011-05-22,56.0,84.0
2011-05-23,31.0,84.0
2011-05-24,11.0,81.0
2011-05-25,24.0,80.0
2011-05-26,42.0,82.0
2011-05-27,63.0,89.0
2011-05-28,73.0,100.0
2011-05-29,98.0,110.0
2011-05-30,115.0,111.0
2011-05-31,106.0,112.0
2011-06-01,126.0,112.0
2011-06-02,135.0,114.0
2011-06-03,130.0,112.0
2011-06-04,115.0,107.0
2011-06-05,80.0,103.0
2011-06-06,70.0,103.0
2011-06-07,58.0,100.0
2011-06-08,45.0,96.0
2011-06-09,39.0,90.0
2011-06-10,33.0,88.0
2011-06-11,23.0,87.0
2011-06-12,17.0,85.0
2011-06-13,15.0,85.0
2011-06-14,36.0,87.0
2011-06-15,52.0,99.0
2011-06-16,59.0,102.0
2011-06-17,59.0,103.0
2011-06-18,61.0,104.0
2011-06-19,47.0,99.0
2011-06-20,39.0,99.0
